event_id,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
4165,2019-07-29 13:53:05,pick item,0.172,699.0,['881608'],['iPhone X'],['Christine Dobbert'],['990397'],
4166,2019-07-29 13:55:38,place order,1.166,2382.0,"['881671', '881673', '881672']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Pro']",['Majid Rafiei'],['990410'],
4167,2019-07-29 13:56:28,package delivered,6.033,4227.96,"['881579', '881269', '881551', '881582', '881602', '881580', '881604']","['Echo Show 5', 'MacBook Air', 'Echo Studio', 'iPad mini', 'iPad Pro', 'Echo']",['Luis Santos'],"['990315', '990383', '990390', '990395']",['660233']
4168,2019-07-29 13:59:53,pick item,0.483,1099.0,['881420'],['iPad Pro'],['Wil van der Aalst'],['990353'],
4169,2019-07-29 14:09:39,pick item,0.21,529.0,['881368'],['iPhone 8'],['Gyunam Park'],['990339'],
4170,2019-07-29 14:16:27,confirm order,3.908,4331.99,"['881656', '881659', '881660', '881657', '881658']","['Kindle Paperwhite', 'iPad mini', 'iPad Pro', 'Echo Plus', 'MacBook Pro']",['Christina Rensinghof'],['990406'],
4171,2019-07-29 14:17:57,pick item,0.483,495.0,['881607'],['iPad'],['Tobias Brockhoff'],['990396'],
4172,2019-07-29 14:17:57,create package,1.6269999999999998,2106.99,"['881528', '881637', '881527', '881407']","['iPhone 11', 'Kindle Paperwhite', 'iPad Pro', 'Kindle']",['Anahita Farhang Ghahfarokhi'],"['990350', '990401', '990377']",['660239']
4173,2019-07-29 14:31:02,item out of stock,1.28,149.99,['881670'],['Echo Plus'],['Gyunam Park'],['990409'],
4174,2019-07-29 14:45:43,pick item,1.25,2200.0,['881584'],['MacBook Air'],['Christine Dobbert'],['990391'],
4175,2019-07-29 14:51:00,pick item,0.483,495.0,['881616'],['iPad'],['Claudia Graf'],['990398'],
4176,2019-07-29 15:02:46,failed delivery,3.931,7255.99,"['881559', '881561', '881567', '881569', '881562', '881370', '881560']","['iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Mahnaz Qafari'],"['990385', '990387', '990340']",['660236']
4177,2019-07-29 15:04:14,pay order,1.6840000000000002,3730.99,"['881507', '881506', '881510', '881508', '881509']","['iPhone 11', 'iPhone X', 'Echo Dot', 'iPad Pro']",['Seran Uysal'],['990373'],
4178,2019-07-29 15:12:08,pick item,1.37,2500.0,['881666'],['MacBook Pro'],['Kefang Ding'],['990408'],
4179,2019-07-29 15:15:53,confirm order,5.8610000000000015,5145.95,"['881593', '881597', '881589', '881595', '881596', '881590', '881591', '881592', '881594']","['iPad Air', 'MacBook Pro', 'iPhone 11 Pro', 'Fire Stick', 'Kindle', 'Echo Show 8', 'Fire Stick 4K', 'Echo Studio']",['Seran Uysal'],['990392'],
4180,2019-07-29 15:22:55,failed delivery,3.931,7255.99,"['881559', '881561', '881567', '881569', '881562', '881370', '881560']","['iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Mahnaz Qafari'],"['990385', '990387', '990340']",['660236']
4181,2019-07-29 15:28:33,reorder item,0.28,89.99,['881583'],['Fire Stick 4K'],['Christine Dobbert'],['990391'],
4182,2019-07-29 15:36:21,pick item,0.483,79.99,['881639'],['Kindle'],['Marco Pegoraro'],['990402'],
4183,2019-07-29 15:36:21,create package,2.032,928.98,"['881576', '881575', '881571']","['iPhone X', 'Echo Dot', 'Echo Studio']",['Majid Rafiei'],['990388'],['660240']
4184,2019-07-29 15:36:50,pick item,0.28,89.99,['881669'],['Fire Stick 4K'],['Gyunam Park'],['990409'],
4185,2019-07-29 15:42:01,pick item,0.28,449.0,['881655'],['iPad mini'],['Mohammadreza Fani Sani'],['990405'],
4186,2019-07-29 15:58:50,pick item,0.483,1099.0,['881634'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['990401'],
4187,2019-07-29 15:58:50,create package,4.888,4903.96,"['881508', '881597', '881589', '881595', '881507', '881354', '881591', '881594']","['iPad Air', 'iPhone X', 'MacBook Pro', 'Fire Stick', 'Fire Stick 4K', 'iPhone 11', 'Echo Studio', 'Echo']",['Seran Uysal'],"['990392', '990335', '990373']",['660241']
4188,2019-07-29 15:58:54,reorder item,0.28,449.0,['881568'],['iPad mini'],['Mahnaz Qafari'],['990387'],
4189,2019-07-29 15:59:28,pick item,0.495,129.0,['881660'],['Kindle Paperwhite'],['Christina Rensinghof'],['990406'],
4190,2019-07-29 16:00:54,pick item,0.78,99.99,['881663'],['Echo'],['Christine Dobbert'],['990407'],
4191,2019-07-29 16:01:04,pick item,0.166,799.0,['881644'],['iPhone 11'],['Kefang Ding'],['990403'],
4192,2019-07-29 16:07:10,package delivered,3.666,4503.99,"['881469', '881549', '881470', '881471', '881021']","['iPad Air', 'iPhone 11', 'iPhone 8', 'Echo Studio', 'MacBook Pro']",['Junxiong Gao'],"['990382', '990366', '990252']",['660234']
4193,2019-07-29 16:07:57,pick item,0.28,89.99,['881534'],['Fire Stick 4K'],['Wil van der Aalst'],['990378'],
4194,2019-07-29 16:08:05,payment reminder,1.838,3743.99,"['880686', '880687', '880685']","['iPhone 11 Pro', 'MacBook Pro', 'Fire Stick 4K']",['Luis Santos'],['990169'],
4195,2019-07-29 16:11:03,place order,1.356,1101.99,"['881677', '881674', '881676', '881675']","['iPhone 11', 'Kindle Paperwhite', 'Fire Stick']",['Christina Rensinghof'],['990411'],
4196,2019-07-29 16:19:53,failed delivery,4.755,4041.96,"['881535', '881075', '881514', '881516', '881511', '881536', '881446', '881515', '881445']","['iPad Air', 'Echo Plus', 'Fire Stick 4K', 'iPhone 11', 'Echo Dot', 'iPad mini', 'iPad Pro']",['Gyunam Park'],"['990374', '990359', '990379', '990267']",['660227']
4197,2019-07-29 16:24:31,pick item,1.37,2500.0,['881658'],['MacBook Pro'],['Christina Rensinghof'],['990406'],
4198,2019-07-29 16:26:43,pick item,0.483,1099.0,['881648'],['iPad Pro'],['Kefang Ding'],['990403'],
4199,2019-07-29 16:28:08,confirm order,1.492,1732.98,"['881661', '881663', '881662', '881664']","['iPhone 11', 'Echo Dot', 'Echo']",['Christine Dobbert'],['990407'],
4200,2019-07-29 16:35:40,send package,1.978,2106.98,"['881478', '881460', '881477', '881473', '881461']","['iPhone X', 'iPhone 11', 'Echo Dot', 'iPad mini', 'Echo Show 8']",['Lisa Mannel'],"['990364', '990367']",['660237']
4201,2019-07-29 16:47:47,pay order,1.46,2734.0,"['881104', '881105']","['iPhone 8', 'MacBook Air']",['Mohammadreza Fani Sani'],['990272'],
4202,2019-07-29 16:50:47,pick item,1.25,2200.0,['881503'],['MacBook Air'],['Christina Rensinghof'],['990372'],
4203,2019-07-29 16:56:28,pick item,0.28,449.0,['881651'],['iPad mini'],['Mohammadreza Fani Sani'],['990405'],
4204,2019-07-29 16:56:28,create package,3.14,1683.97,"['881655', '881547', '881481', '881651', '881451', '881546']","['Echo Show 5', 'iPad Air', 'iPad mini', 'Echo Show 8', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],"['990381', '990360', '990405', '990368']",['660242']
4205,2019-07-29 17:12:18,send package,4.888,4903.96,"['881508', '881597', '881589', '881595', '881507', '881354', '881591', '881594']","['iPad Air', 'iPhone X', 'MacBook Pro', 'Fire Stick', 'Fire Stick 4K', 'iPhone 11', 'Echo Studio', 'Echo']",['Seran Uysal'],"['990392', '990335', '990373']",['660241']
4206,2019-07-29 17:41:36,pick item,0.166,799.0,['881552'],['iPhone 11'],['Luis Santos'],['990383'],
4207,2019-07-29 17:41:53,place order,1.3630000000000002,174.98,"['881679', '881678']","['Echo Show 5', 'Kindle']",['Christina Rensinghof'],['990412'],
4208,2019-07-29 18:20:15,pick item,0.166,799.0,['881677'],['iPhone 11'],['Christina Rensinghof'],['990411'],
4209,2019-07-29 18:51:01,item out of stock,0.2,39.99,['881606'],['Fire Stick'],['Tobias Brockhoff'],['990396'],
4210,2019-07-29 18:52:10,pick item,0.44,476.0,['881649'],['iPad Air'],['Mahsa Bafrani'],['990404'],
4211,2019-07-29 19:10:49,pick item,0.88,89.99,['881667'],['Echo Show 5'],['Kefang Ding'],['990408'],
4212,2019-07-29 19:12:18,send package,1.652,888.98,"['881564', '881563', '881496']","['iPhone X', 'Echo Plus', 'Fire Stick']",['Tobias Brockhoff'],"['990386', '990371']",['660232']
4213,2019-07-29 19:34:50,confirm order,1.56,244.98,"['881669', '881670']","['Echo Plus', 'Fire Stick 4K']",['Gyunam Park'],['990409'],
4214,2019-07-29 19:44:46,pay order,1.123,1015.99,"['881606', '881607', '881605']","['iPad Air', 'Fire Stick', 'iPad']",['Tobias Brockhoff'],['990396'],
4215,2019-07-29 19:45:14,place order,1.368,1323.98,"['881680', '881681', '881682']","['iPhone 11 Pro', 'Fire Stick', 'Echo Show 8']",['Mahnaz Qafari'],['990413'],
4216,2019-07-29 23:10:03,place order,3.874,7052.99,"['881683', '881687', '881686', '881684', '881685']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Pro', 'Echo']",['Majid Rafiei'],['990414'],
4217,2019-07-30 08:43:12,pick item,0.495,129.0,['881676'],['Kindle Paperwhite'],['Christina Rensinghof'],['990411'],
4218,2019-07-30 09:03:38,place order,1.06,553.99,"['881688', '881689']","['iPad mini', 'Echo']",['Claudia Graf'],['990415'],
4219,2019-07-30 09:09:05,pick item,1.28,149.99,['881647'],['Echo Plus'],['Kefang Ding'],['990403'],
4220,2019-07-30 09:09:05,create package,7.546,10119.97,"['881647', '881644', '881623', '881645', '881522', '881523', '881667', '881554', '881648', '881626', '881666']","['iPad', 'MacBook Pro', 'iPhone 11 Pro', 'Echo Show 5', 'Echo Plus', 'iPhone 11', 'iPad mini', 'iPad Pro']",['Kefang Ding'],"['990399', '990403', '990384', '990375', '990408']",['660243']
4221,2019-07-30 09:30:48,item out of stock,0.188,1149.0,['881668'],['iPhone 11 Pro'],['Kefang Ding'],['990408'],
4222,2019-07-30 09:34:11,package delivered,2.2,705.98,"['881376', '881400', '881502']","['iPad Air', 'Echo Show 8', 'Echo']",['Christina Rensinghof'],"['990341', '990348', '990372']",['660235']
4223,2019-07-30 09:35:25,item out of stock,0.98,129.99,['881653'],['Echo Show 8'],['Mohammadreza Fani Sani'],['990405'],
4224,2019-07-30 09:35:58,pick item,0.495,129.0,['881613'],['Kindle Paperwhite'],['Christine Dobbert'],['990397'],
4225,2019-07-30 09:37:58,pick item,0.28,449.0,['881492'],['iPad mini'],['Christine Dobbert'],['990370'],
4226,2019-07-30 09:39:30,pay order,4.399,4933.98,"['881632', '881637', '881636', '881634', '881631', '881633', '881635']","['iPad Air', 'iPad mini', 'iPad Pro', 'MacBook Air', 'Kindle', 'Echo Show 8', 'iPad']",['Anahita Farhang Ghahfarokhi'],['990401'],
4227,2019-07-30 09:41:55,reorder item,1.28,149.99,['881670'],['Echo Plus'],['Gyunam Park'],['990409'],
4228,2019-07-30 09:55:49,payment reminder,1.32,2943.0,"['881197', '881198', '881196', '881199']","['iPhone 11', 'iPhone 11 Pro', 'iPad']",['Wil van der Aalst'],['990298'],
4229,2019-07-30 09:58:45,pick item,0.78,99.99,['881646'],['Echo'],['Kefang Ding'],['990403'],
4230,2019-07-30 10:02:33,pick item,0.483,1099.0,['881612'],['iPad Pro'],['Christine Dobbert'],['990397'],
4231,2019-07-30 10:11:32,confirm order,0.166,804.0,['881601'],['iPhone 11'],['Luis Santos'],['990394'],
4232,2019-07-30 10:27:04,place order,0.172,704.0,['881690'],['iPhone X'],['Claudia Graf'],['990416'],
4233,2019-07-30 10:31:13,pay order,1.475,263.99,"['881025', '881024']","['Kindle Paperwhite', 'Echo Show 8']",['Wil van der Aalst'],['990254'],
4234,2019-07-30 10:35:42,pick item,0.28,89.99,['881638'],['Fire Stick 4K'],['Marco Pegoraro'],['990402'],
4235,2019-07-30 10:46:47,package delivered,1.652,888.98,"['881564', '881563', '881496']","['iPhone X', 'Echo Plus', 'Fire Stick']",['Tobias Brockhoff'],"['990386', '990371']",['660232']
4236,2019-07-30 10:47:33,package delivered,3.931,7255.99,"['881559', '881561', '881567', '881569', '881562', '881370', '881560']","['iPhone X', 'MacBook Pro', 'iPhone 8', 'Kindle', 'MacBook Air', 'iPhone 11', 'iPad mini']",['Mahnaz Qafari'],"['990385', '990387', '990340']",['660236']
4237,2019-07-30 10:51:46,item out of stock,0.495,129.0,['881672'],['Kindle Paperwhite'],['Majid Rafiei'],['990410'],
4238,2019-07-30 10:53:29,send package,1.6269999999999998,2106.99,"['881528', '881637', '881527', '881407']","['iPhone 11', 'Kindle Paperwhite', 'iPad Pro', 'Kindle']",['Anahita Farhang Ghahfarokhi'],"['990350', '990401', '990377']",['660239']
4239,2019-07-30 10:59:40,reorder item,1.25,2200.0,['881636'],['MacBook Air'],['Anahita Farhang Ghahfarokhi'],['990401'],
4240,2019-07-30 10:59:51,reorder item,1.37,2500.0,['881603'],['MacBook Pro'],['Luis Santos'],['990395'],
4241,2019-07-30 11:07:32,confirm order,2.604,4542.99,"['881667', '881668', '881666', '881665']","['iPhone 11', 'Echo Show 5', 'iPhone 11 Pro', 'MacBook Pro']",['Kefang Ding'],['990408'],
4242,2019-07-30 11:08:50,reorder item,0.2,39.99,['881622'],['Fire Stick'],['Claudia Graf'],['990398'],
4243,2019-07-30 11:16:02,send package,4.452,4586.96,"['881541', '881452', '881426', '881538', '881540', '881530', '881537', '881532']","['iPhone X', 'MacBook Pro', 'iPhone 8', 'Fire Stick 4K', 'Echo Dot', 'Echo Studio', 'iPad mini']",['Wil van der Aalst'],"['990353', '990380', '990378', '990361']",['660238']
4244,2019-07-30 11:17:03,confirm order,3.874,7052.99,"['881683', '881687', '881686', '881684', '881685']","['iPhone 11', 'iPhone 11 Pro', 'MacBook Pro', 'Echo']",['Majid Rafiei'],['990414'],
4245,2019-07-30 11:23:28,pay order,0.166,804.0,['881601'],['iPhone 11'],['Luis Santos'],['990394'],
4246,2019-07-30 11:25:18,confirm order,1.368,1323.98,"['881680', '881681', '881682']","['iPhone 11 Pro', 'Fire Stick', 'Echo Show 8']",['Mahnaz Qafari'],['990413'],
4247,2019-07-30 11:25:51,confirm order,1.32,570.99,"['881650', '881649']","['iPad Air', 'Echo Show 5']",['Mahsa Bafrani'],['990404'],
4248,2019-07-30 11:26:20,send package,3.14,1683.97,"['881655', '881547', '881481', '881651', '881451', '881546']","['Echo Show 5', 'iPad Air', 'iPad mini', 'Echo Show 8', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],"['990381', '990360', '990405', '990368']",['660242']
4249,2019-07-30 11:37:28,pick item,0.483,1099.0,['881659'],['iPad Pro'],['Christina Rensinghof'],['990406'],
4250,2019-07-30 11:43:14,pick item,0.28,449.0,['881550'],['iPad mini'],['Junxiong Gao'],['990382'],
4251,2019-07-30 11:47:33,send package,2.032,928.98,"['881576', '881575', '881571']","['iPhone X', 'Echo Dot', 'Echo Studio']",['Majid Rafiei'],['990388'],['660240']
4252,2019-07-30 11:56:12,package delivered,4.257,2437.95,"['881555', '881518', '881557', '881517', '881556', '881521', '881519']","['iPhone 11', 'iPhone 11 Pro', 'Kindle', 'Echo Dot', 'Echo Plus', 'Echo Show 8', 'Echo']",['Kefang Ding'],"['990384', '990375']",['660225']
4253,2019-07-30 12:00:15,reorder item,0.98,129.99,['881653'],['Echo Show 8'],['Mohammadreza Fani Sani'],['990405'],
4254,2019-07-30 12:13:55,place order,5.103,6604.98,"['881694', '881693', '881692', '881697', '881696', '881691', '881695']","['Echo Show 5', 'iPad Air', 'iPad', 'iPad mini', 'MacBook Pro', 'Fire Stick 4K']",['Christine Dobbert'],['990417'],
4255,2019-07-30 12:16:05,item out of stock,0.495,129.0,['881630'],['Kindle Paperwhite'],['Christina Rensinghof'],['990400'],
4256,2019-07-30 12:18:51,confirm order,5.103,6604.98,"['881694', '881693', '881692', '881697', '881696', '881691', '881695']","['Echo Show 5', 'iPad Air', 'iPad', 'iPad mini', 'MacBook Pro', 'Fire Stick 4K']",['Christine Dobbert'],['990417'],
4257,2019-07-30 12:29:35,pick item,0.28,449.0,['881633'],['iPad mini'],['Anahita Farhang Ghahfarokhi'],['990401'],
4258,2019-07-30 12:32:29,confirm order,3.273,3312.98,"['881655', '881653', '881652', '881651', '881654']","['iPad mini', 'Echo Show 8', 'Kindle', 'MacBook Air']",['Mohammadreza Fani Sani'],['990405'],
4259,2019-07-30 12:48:58,package delivered,1.978,2106.98,"['881478', '881460', '881477', '881473', '881461']","['iPhone X', 'iPhone 11', 'Echo Dot', 'iPad mini', 'Echo Show 8']",['Lisa Mannel'],"['990364', '990367']",['660237']
4260,2019-07-30 13:08:49,pick item,0.2,39.99,['881622'],['Fire Stick'],['Claudia Graf'],['990398'],
4261,2019-07-30 13:11:37,confirm order,1.166,2382.0,"['881671', '881673', '881672']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPad Pro']",['Majid Rafiei'],['990410'],
4262,2019-07-30 13:16:53,pay order,1.32,2943.0,"['881197', '881198', '881196', '881199']","['iPhone 11', 'iPhone 11 Pro', 'iPad']",['Wil van der Aalst'],['990298'],
4263,2019-07-30 13:31:53,pay order,1.65,2954.0,"['881550', '881549']","['iPad mini', 'MacBook Pro']",['Junxiong Gao'],['990382'],
4264,2019-07-30 13:34:52,pick item,0.483,495.0,['881694'],['iPad'],['Christine Dobbert'],['990417'],
4265,2019-07-30 13:37:40,confirm order,0.172,704.0,['881690'],['iPhone X'],['Claudia Graf'],['990416'],
4266,2019-07-30 13:45:38,pay order,2.06,264.97,"['881598', '881600', '881599']","['Echo Show 5', 'Fire Stick', 'Echo Show 8']",['Gyunam Park'],['990393'],
4267,2019-07-30 13:47:38,place order,1.4980000000000002,2278.98,"['881698', '881702', '881701', '881700', '881699']","['iPhone 11 Pro', 'iPad Air', 'Echo Dot', 'iPhone 8', 'Fire Stick 4K']",['Gyunam Park'],['990418'],
4268,2019-07-30 13:51:16,pick item,0.483,79.99,['881627'],['Kindle'],['Kefang Ding'],['990399'],
4269,2019-07-30 13:51:16,create package,1.95,1237.97,"['881669', '881368', '881598', '881599', '881513']","['iPhone 8', 'iPad mini', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Gyunam Park'],"['990339', '990393', '990409', '990374']",['660244']
4270,2019-07-30 13:58:05,reorder item,1.28,149.99,['881533'],['Echo Plus'],['Wil van der Aalst'],['990378'],
4271,2019-07-30 14:10:40,pick item,0.44,476.0,['881596'],['iPad Air'],['Seran Uysal'],['990392'],
4272,2019-07-30 14:19:21,package delivered,0.48,488.99,"['881458', '881300']","['iPad mini', 'Fire Stick']",['Marco Pegoraro'],"['990321', '990363']",['660230']
4273,2019-07-30 14:26:27,item out of stock,0.98,129.99,['881631'],['Echo Show 8'],['Anahita Farhang Ghahfarokhi'],['990401'],
4274,2019-07-30 14:29:44,pay order,3.01,2654.97,"['880496', '880495', '880497', '880498']","['Echo Show 5', 'Echo Dot', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],['990123'],
4275,2019-07-30 14:34:32,item out of stock,0.188,1149.0,['881566'],['iPhone 11 Pro'],['Mahnaz Qafari'],['990387'],
4276,2019-07-30 14:58:09,pick item,0.44,476.0,['881699'],['iPad Air'],['Gyunam Park'],['990418'],
4277,2019-07-30 15:22:46,failed delivery,3.14,1683.97,"['881655', '881547', '881481', '881651', '881451', '881546']","['Echo Show 5', 'iPad Air', 'iPad mini', 'Echo Show 8', 'Fire Stick 4K']",['Mohammadreza Fani Sani'],"['990381', '990360', '990405', '990368']",['660242']
4278,2019-07-30 15:23:28,pick item,0.166,799.0,['881512'],['iPhone 11'],['Gyunam Park'],['990374'],
4279,2019-07-30 15:27:20,pay order,5.043,5014.96,"['881271', '881267', '881266', '881269', '881268', '881270']","['Echo Dot', 'MacBook Air', 'Kindle', 'MacBook Pro', 'Echo']",['Luis Santos'],['990315'],
4280,2019-07-30 15:38:56,payment reminder,1.867,3490.99,"['881202', '881201', '881204', '881200', '881203']","['iPhone 11', 'iPhone X', 'Echo Show 5', 'iPad Pro']",['Junxiong Gao'],['990299'],
4281,2019-07-30 15:55:03,place order,1.649,2426.98,"['881708', '881705', '881707', '881703', '881704', '881706']","['iPhone 11', 'Echo Dot', 'iPhone 8', 'Fire Stick', 'iPad']",['Mahsa Bafrani'],['990419'],
4282,2019-07-30 16:04:32,pick item,0.21,529.0,['881643'],['iPhone 8'],['Marco Pegoraro'],['990402'],
4283,2019-07-30 16:19:17,confirm order,1.4980000000000002,2278.98,"['881698', '881702', '881701', '881700', '881699']","['iPhone 11 Pro', 'iPad Air', 'Echo Dot', 'iPhone 8', 'Fire Stick 4K']",['Gyunam Park'],['990418'],
4284,2019-07-30 16:22:09,send package,1.95,1237.97,"['881669', '881368', '881598', '881599', '881513']","['iPhone 8', 'iPad mini', 'Fire Stick', 'Echo Show 8', 'Fire Stick 4K']",['Gyunam Park'],"['990339', '990393', '990409', '990374']",['660244']
4285,2019-07-30 16:28:28,reorder item,0.188,1149.0,['881566'],['iPhone 11 Pro'],['Mahnaz Qafari'],['990387'],
4286,2019-07-30 16:33:12,pick item,0.172,699.0,['881226'],['iPhone X'],['Gyunam Park'],['990303'],
4287,2019-07-30 16:33:12,create package,6.974,7768.94,"['881588', '881614', '881584', '881492', '881608', '881694', '881610', '881613', '881586', '881585', '881663', '881612', '881578', '881494']","['iPhone X', 'iPad', 'iPhone 11 Pro', 'Fire Stick', 'Echo Show 8', 'MacBook Air', 'Kindle Paperwhite', 'iPad mini', 'iPad Pro', 'Echo']",['Christine Dobbert'],"['990370', '990391', '990417', '990407', '990397', '990389']",['660245']
